Date,Open,High,Low,Close,Adj Close,Volume
1971-09-20,115.519997,115.559998,114.959999,114.959999,114.959999,0
1971-09-27,115.029999,115.059998,114.809998,114.809998,114.809998,0
1971-10-04,114.839996,114.839996,114.699997,114.699997,114.699997,0
1971-10-11,114.660004,114.879997,114.660004,114.820000,114.820000,0
1971-10-18,114.639999,114.660004,114.580002,114.599998,114.599998,0
1971-10-25,114.529999,114.650002,114.529999,114.650002,114.650002,0
1971-11-01,114.629997,114.680000,114.570000,114.570000,114.570000,0
1971-11-08,114.620003,114.680000,114.589996,114.589996,114.589996,0
1971-11-15,114.540001,114.580002,114.370003,114.370003,114.370003,0
1971-11-22,114.309998,114.309998,113.930000,113.930000,113.930000,0
1971-11-29,113.930000,114.010002,113.250000,113.250000,113.250000,0
1971-12-06,113.110001,113.129997,112.940002,112.940002,112.940002,0
1971-12-13,112.930000,112.930000,112.379997,112.379997,112.379997,0
1971-12-20,111.160004,111.290001,111.160004,111.290001,111.290001,0
1971-12-27,111.389999,111.470001,111.209999,111.209999,111.209999,0
1972-01-03,111.190002,111.269997,111.019997,111.040001,111.040001,0
1972-01-10,110.940002,110.970001,110.029999,110.029999,110.029999,0
1972-01-17,109.860001,110.040001,109.860001,110.040001,110.040001,0
1972-01-24,109.860001,109.860001,109.650002,109.650002,109.650002,0
1972-01-31,109.599998,109.599998,109.010002,109.349998,109.349998,0
1972-02-07,109.199997,109.199997,108.889999,108.900002,108.900002,0
1972-02-14,108.940002,108.940002,108.559998,108.599998,108.599998,0
1972-02-21,108.669998,108.769997,108.570000,108.769997,108.769997,0
1972-02-28,108.800003,108.800003,108.580002,108.580002,108.580002,0
1972-03-06,108.370003,108.370003,107.760002,107.900002,107.900002,0
1972-03-13,108.120003,109.190002,108.120003,109.190002,109.190002,0
1972-03-20,108.510002,108.650002,108.279999,108.650002,108.650002,0
1972-03-27,108.459999,108.459999,108.370003,108.400002,108.400002,0
1972-04-03,108.400002,108.529999,108.400002,108.459999,108.459999,0
1972-04-10,108.269997,108.660004,108.269997,108.540001,108.540001,0
1972-04-17,108.550003,108.849998,108.550003,108.650002,108.650002,0
1972-04-24,108.620003,108.620003,108.559998,108.620003,108.620003,0
1972-05-01,108.580002,108.580002,108.489998,108.519997,108.519997,0
1972-05-08,108.519997,108.519997,108.269997,108.370003,108.370003,0
1972-05-15,108.459999,108.519997,108.379997,108.379997,108.379997,0
1972-05-22,108.370003,108.370003,108.250000,108.290001,108.290001,0
1972-05-29,108.269997,108.269997,108.110001,108.110001,108.110001,0
1972-06-05,108.129997,108.160004,108.050003,108.050003,108.050003,0
1972-06-12,108.059998,108.199997,107.970001,108.199997,108.199997,0
1972-06-19,108.250000,108.769997,108.220001,108.220001,108.220001,0
1972-06-26,108.360001,108.559998,108.180000,108.510002,108.510002,0
1972-07-03,108.610001,108.610001,108.510002,108.580002,108.580002,0
1972-07-10,108.589996,108.610001,108.459999,108.480003,108.480003,0
1972-07-17,108.529999,108.720001,108.529999,108.720001,108.720001,0
1972-07-24,108.790001,108.790001,108.730003,108.760002,108.760002,0
1972-07-31,108.760002,108.820000,108.760002,108.760002,108.760002,0
1972-08-07,108.760002,108.809998,108.760002,108.809998,108.809998,0
1972-08-14,108.790001,108.959999,108.790001,108.959999,108.959999,0
1972-08-21,109.029999,109.029999,108.900002,108.989998,108.989998,0
1972-08-28,108.959999,108.980003,108.959999,108.980003,108.980003,0
1972-09-04,109.000000,109.000000,108.910004,108.949997,108.949997,0
1972-09-11,108.989998,109.000000,108.959999,109.000000,109.000000,0
1972-09-18,109.059998,109.099998,109.059998,109.089996,109.089996,0
1972-09-25,109.120003,109.389999,109.120003,109.389999,109.389999,0
1972-10-02,109.510002,109.540001,109.220001,109.250000,109.250000,0
1972-10-09,109.349998,109.480003,109.349998,109.480003,109.480003,0
1972-10-16,109.550003,109.550003,109.470001,109.540001,109.540001,0
1972-10-23,109.769997,109.930000,109.769997,109.900002,109.900002,0
1972-10-30,109.980003,109.980003,109.730003,109.779999,109.779999,0
1972-11-06,109.809998,109.900002,109.809998,109.889999,109.889999,0
1972-11-13,109.900002,109.910004,109.820000,109.910004,109.910004,0
1972-11-20,109.930000,109.930000,109.889999,109.900002,109.900002,0
1972-11-27,109.820000,109.889999,109.820000,109.870003,109.870003,0
1972-12-04,109.930000,110.040001,109.930000,110.040001,110.040001,0
1972-12-11,110.070000,110.089996,110.019997,110.070000,110.070000,0
1972-12-18,110.199997,110.199997,110.010002,110.059998,110.059998,0
1972-12-25,110.089996,110.150002,110.089996,110.139999,110.139999,0
1973-01-01,110.199997,110.260002,110.199997,110.260002,110.260002,0
1973-01-08,110.269997,110.269997,110.080002,110.160004,110.160004,0
1973-01-15,110.250000,110.309998,110.230003,110.309998,110.309998,0
1973-01-22,109.940002,109.989998,109.669998,109.669998,109.669998,0
1973-01-29,109.260002,109.260002,108.790001,109.050003,109.050003,0
1973-02-05,108.959999,108.959999,108.410004,108.410004,108.410004,0
1973-02-12,103.180000,103.180000,101.620003,102.330002,102.330002,0
1973-02-19,102.739998,102.739998,100.800003,100.800003,100.800003,0
1973-02-26,101.150002,101.150002,98.720001,98.720001,98.720001,0
1973-03-05,99.720001,99.720001,99.059998,99.220001,99.220001,0
1973-03-12,99.220001,100.370003,99.220001,100.370003,100.370003,0
1973-03-19,100.580002,100.690002,100.440002,100.690002,100.690002,0
1973-03-26,100.620003,101.169998,100.580002,101.169998,101.169998,0
1973-04-02,101.459999,101.690002,100.970001,101.160004,101.160004,0
1973-04-09,101.230003,101.230003,101.029999,101.160004,101.160004,0
1973-04-16,101.370003,101.370003,101.089996,101.290001,101.290001,0
1973-04-23,101.279999,101.510002,101.279999,101.470001,101.470001,0
1973-04-30,101.430000,101.449997,101.370003,101.449997,101.449997,0
1973-05-07,101.489998,101.489998,101.110001,101.110001,101.110001,0
1973-05-14,100.199997,100.199997,99.199997,99.540001,99.540001,0
1973-05-21,98.660004,99.360001,98.660004,99.360001,99.360001,0
1973-05-28,98.870003,98.870003,97.559998,97.559998,97.559998,0
1973-06-04,96.199997,97.629997,96.199997,97.320000,97.320000,0
1973-06-11,97.400002,97.599998,96.949997,96.949997,96.949997,0
1973-06-18,96.370003,96.550003,96.070000,96.070000,96.070000,0
1973-06-25,96.089996,96.089996,93.879997,93.879997,93.879997,0
1973-07-02,93.419998,93.419998,90.540001,90.540001,90.540001,0
1973-07-09,91.720001,94.220001,91.720001,93.629997,93.629997,0
1973-07-16,93.139999,93.139999,91.949997,92.459999,92.459999,0
1973-07-23,92.389999,92.489998,92.330002,92.489998,92.489998,0
1973-07-30,93.010002,93.239998,92.870003,93.239998,93.239998,0
1973-08-06,93.910004,94.709999,93.580002,94.709999,94.709999,0
1973-08-13,94.779999,96.419998,94.779999,96.220001,96.220001,0
1973-08-20,94.879997,96.220001,94.879997,95.820000,95.820000,0
1973-08-27,96.000000,96.040001,95.500000,95.769997,95.769997,0
1973-09-03,95.779999,95.779999,95.279999,95.279999,95.279999,0
1973-09-10,95.470001,95.779999,95.470001,95.709999,95.709999,0
1973-09-17,94.800003,94.900002,94.300003,94.769997,94.769997,0
1973-09-24,94.550003,94.790001,94.550003,94.790001,94.790001,0
1973-10-01,94.739998,94.839996,94.739998,94.839996,94.839996,0
1973-10-08,94.739998,94.739998,94.220001,94.349998,94.349998,0
1973-10-15,94.410004,94.410004,93.889999,94.250000,94.250000,0
1973-10-22,93.779999,94.639999,93.779999,94.639999,94.639999,0
1973-10-29,95.129997,95.489998,95.059998,95.489998,95.489998,0
1973-11-05,96.129997,97.970001,96.129997,97.970001,97.970001,0
1973-11-12,99.279999,99.339996,98.830002,98.930000,98.930000,0
1973-11-19,98.839996,100.900002,98.839996,100.900002,100.900002,0
1973-11-26,100.650002,100.650002,100.139999,100.349998,100.349998,0
1973-12-03,100.589996,101.160004,100.589996,101.019997,101.019997,0
1973-12-10,101.320000,101.339996,101.080002,101.269997,101.269997,0
1973-12-17,101.419998,101.720001,101.419998,101.720001,101.720001,0
1973-12-24,101.769997,102.400002,101.769997,102.400002,102.400002,0
1973-12-31,102.389999,104.349998,102.389999,104.349998,104.349998,0
1974-01-07,107.589996,107.650002,105.860001,106.029999,106.029999,0
1974-01-14,106.599998,107.610001,106.599998,107.260002,107.260002,0
1974-01-21,109.279999,109.500000,108.550003,108.620003,108.620003,0
1974-01-28,108.330002,108.330002,105.900002,106.209999,106.209999,0
1974-02-04,105.550003,106.059998,105.550003,105.910004,105.910004,0
1974-02-11,105.550003,105.550003,104.730003,104.730003,104.730003,0
1974-02-18,103.959999,103.959999,102.190002,102.190002,102.190002,0
1974-02-25,103.209999,103.690002,102.800003,103.690002,103.690002,0
1974-03-04,103.739998,103.739998,102.690002,102.690002,102.690002,0
1974-03-11,102.400002,102.400002,101.989998,102.190002,102.190002,0
1974-03-18,102.160004,102.160004,100.089996,100.540001,100.540001,0
1974-03-25,99.480003,100.120003,99.059998,99.510002,99.510002,0
1974-04-01,99.919998,100.269997,99.519997,100.099998,100.099998,0
1974-04-08,100.110001,100.900002,100.110001,100.589996,100.589996,0
1974-04-15,100.620003,100.669998,99.889999,99.919998,99.919998,0
1974-04-22,99.639999,99.639999,98.779999,99.019997,99.019997,0
1974-04-29,98.220001,98.800003,98.220001,98.800003,98.800003,0
1974-05-06,98.070000,98.410004,97.470001,97.470001,97.470001,0
1974-05-13,96.860001,98.220001,96.860001,98.190002,98.190002,0
1974-05-20,98.910004,98.910004,98.230003,98.699997,98.699997,0
1974-05-27,99.330002,100.099998,99.330002,99.769997,99.769997,0
1974-06-03,99.559998,99.599998,99.080002,99.269997,99.269997,0
1974-06-10,99.559998,100.239998,99.559998,99.980003,99.980003,0
1974-06-17,100.000000,100.510002,100.000000,100.510002,100.510002,0
1974-06-24,101.160004,101.160004,100.160004,100.160004,100.160004,0
1974-07-01,100.430000,100.430000,99.989998,100.239998,100.239998,0
1974-07-08,100.309998,100.680000,100.309998,100.370003,100.370003,0
1974-07-15,100.150002,100.199997,100.070000,100.199997,100.199997,0
1974-07-22,100.070000,100.120003,98.959999,100.120003,100.120003,0
1974-07-29,100.370003,100.680000,100.370003,100.629997,100.629997,0
1974-08-05,100.629997,101.589996,100.629997,101.330002,101.330002,0
1974-08-12,101.529999,102.320000,101.529999,102.320000,102.320000,0
1974-08-19,102.790001,102.870003,102.650002,102.730003,102.730003,0
1974-08-26,102.580002,103.180000,102.580002,103.180000,103.180000,0
1974-09-02,103.160004,103.440002,103.120003,103.379997,103.379997,0
1974-09-09,103.370003,103.370003,103.099998,103.099998,103.099998,0
1974-09-16,103.070000,103.070000,102.540001,102.760002,102.760002,0
1974-09-23,102.550003,102.669998,102.459999,102.459999,102.459999,0
1974-09-30,102.480003,102.480003,101.940002,101.940002,101.940002,0
1974-10-07,101.919998,102.000000,101.269997,101.910004,101.910004,0
1974-10-14,101.730003,101.730003,101.419998,101.419998,101.419998,0
1974-10-21,101.650002,101.650002,101.160004,101.160004,101.160004,0
1974-10-28,101.260002,101.290001,101.080002,101.080002,101.080002,0
1974-11-04,100.849998,100.889999,100.489998,100.889999,100.889999,0
1974-11-11,101.389999,101.389999,100.379997,100.379997,100.379997,0
1974-11-18,99.139999,100.690002,99.139999,100.010002,100.010002,0
1974-11-25,99.580002,99.580002,99.379997,99.570000,99.570000,0
1974-12-02,99.989998,99.989998,99.339996,99.470001,99.470001,0
1974-12-09,98.989998,98.989998,98.690002,98.889999,98.889999,0
1974-12-16,98.550003,98.550003,97.930000,98.290001,98.290001,0
1974-12-23,98.250000,98.250000,97.629997,97.629997,97.629997,0
1974-12-30,97.290001,97.709999,97.169998,97.169998,97.169998,0
1975-01-06,96.620003,97.139999,96.620003,96.860001,96.860001,0
1975-01-13,96.980003,97.389999,96.820000,96.820000,96.820000,0
1975-01-20,96.370003,96.370003,95.070000,95.070000,95.070000,0
1975-01-27,94.430000,95.750000,94.430000,95.610001,95.610001,0
1975-02-03,95.879997,96.410004,95.879997,95.980003,95.980003,0
1975-02-10,95.400002,95.489998,94.959999,94.980003,94.980003,0
1975-02-17,94.769997,94.769997,94.220001,94.220001,94.220001,0
1975-02-24,93.559998,93.709999,92.930000,93.000000,93.000000,0
1975-03-03,92.820000,94.089996,92.820000,94.089996,94.089996,0
1975-03-10,94.180000,94.190002,93.699997,93.989998,93.989998,0
1975-03-17,93.860001,93.860001,93.440002,93.860001,93.860001,0
1975-03-24,94.089996,94.870003,94.089996,94.870003,94.870003,0
1975-03-31,94.820000,95.360001,94.449997,95.360001,95.360001,0
1975-04-07,95.360001,95.790001,95.139999,95.629997,95.629997,0
1975-04-14,95.900002,95.900002,95.540001,95.540001,95.540001,0
1975-04-21,95.690002,95.690002,95.230003,95.620003,95.620003,0
1975-04-28,95.800003,95.800003,95.360001,95.440002,95.440002,0
1975-05-05,95.250000,95.250000,94.610001,94.930000,94.930000,0
1975-05-12,95.099998,95.250000,94.570000,95.120003,95.120003,0
1975-05-19,94.919998,94.930000,94.239998,94.239998,94.239998,0
1975-05-26,94.239998,94.629997,94.239998,94.629997,94.629997,0
1975-06-02,94.529999,94.559998,94.360001,94.559998,94.559998,0
1975-06-09,94.639999,94.639999,94.519997,94.589996,94.589996,0
1975-06-16,94.580002,94.830002,94.580002,94.820000,94.820000,0
1975-06-23,95.010002,95.580002,95.010002,95.580002,95.580002,0
1975-06-30,95.860001,96.730003,95.860001,96.730003,96.730003,0
1975-07-07,97.199997,97.739998,96.910004,97.739998,97.739998,0
1975-07-14,97.989998,99.339996,97.989998,99.339996,99.339996,0
1975-07-21,99.629997,100.260002,99.629997,100.070000,100.070000,0
1975-07-28,100.690002,101.300003,100.690002,101.300003,101.300003,0
1975-08-04,101.209999,101.849998,100.919998,101.750000,101.750000,0
1975-08-11,101.910004,101.980003,101.629997,101.680000,101.680000,0
1975-08-18,101.570000,101.620003,101.209999,101.620003,101.620003,0
1975-08-25,101.760002,101.790001,101.650002,101.790001,101.790001,0
1975-09-01,101.889999,101.910004,101.690002,101.910004,101.910004,0
1975-09-08,101.839996,102.220001,101.839996,102.220001,102.220001,0
1975-09-15,102.300003,103.650002,102.300003,103.650002,103.650002,0
1975-09-22,104.320000,104.809998,104.190002,104.480003,104.480003,0
1975-09-29,104.769997,104.769997,103.459999,103.949997,103.949997,0
1975-10-06,103.489998,103.489998,102.470001,102.470001,102.470001,0
1975-10-13,103.010002,103.010002,102.190002,102.250000,102.250000,0
1975-10-20,102.230003,102.230003,101.750000,101.839996,101.839996,0
1975-10-27,102.019997,102.099998,101.610001,101.610001,101.610001,0
1975-11-03,101.589996,102.070000,101.589996,101.940002,101.940002,0
1975-11-10,101.919998,102.709999,101.919998,102.709999,102.709999,0
1975-11-17,103.309998,103.309998,102.639999,102.940002,102.940002,0
1975-11-24,102.949997,103.529999,102.940002,103.529999,103.529999,0
1975-12-01,103.370003,103.550003,103.169998,103.550003,103.550003,0
1975-12-08,103.480003,103.750000,103.480003,103.750000,103.750000,0
1975-12-15,103.919998,103.919998,103.470001,103.470001,103.470001,0
1975-12-22,103.419998,103.419998,103.320000,103.379997,103.379997,0
1975-12-29,103.500000,103.510002,103.489998,103.489998,103.489998,0
1976-01-05,102.989998,103.220001,102.910004,103.220001,103.220001,0
1976-01-12,103.199997,103.250000,103.099998,103.150002,103.150002,0
1976-01-19,103.089996,103.830002,103.089996,103.830002,103.830002,0
1976-01-26,103.680000,103.879997,103.660004,103.879997,103.879997,0
1976-02-02,103.519997,103.599998,103.320000,103.489998,103.489998,0
1976-02-09,103.290001,103.320000,102.949997,103.320000,103.320000,0
1976-02-16,103.660004,103.680000,103.459999,103.680000,103.680000,0
1976-02-23,103.760002,103.809998,103.599998,103.660004,103.660004,0
1976-03-01,104.010002,104.559998,104.010002,104.559998,104.559998,0
1976-03-08,104.599998,105.150002,104.599998,105.150002,105.150002,0
1976-03-15,105.680000,106.019997,105.559998,105.559998,105.559998,0
1976-03-22,105.410004,105.610001,105.389999,105.610001,105.610001,0
1976-03-29,105.599998,105.820000,105.339996,105.820000,105.820000,0
1976-04-05,105.820000,106.139999,105.809998,106.139999,106.139999,0
1976-04-12,106.570000,106.570000,105.940002,106.080002,106.080002,0
1976-04-19,106.150002,106.500000,106.110001,106.500000,106.500000,0
1976-04-26,106.459999,106.459999,106.230003,106.230003,106.230003,0
1976-05-03,106.290001,106.470001,105.849998,105.849998,105.849998,0
1976-05-10,105.610001,106.349998,105.610001,106.349998,106.349998,0
1976-05-17,106.970001,106.970001,106.540001,106.970001,106.970001,0
1976-05-24,106.680000,107.290001,106.680000,107.290001,107.290001,0
1976-05-31,107.389999,107.599998,107.360001,107.599998,107.599998,0
1976-06-07,107.129997,107.190002,107.040001,107.120003,107.120003,0
1976-06-14,107.139999,107.139999,106.959999,107.050003,107.050003,0
1976-06-21,107.129997,107.129997,106.669998,106.879997,106.879997,0
1976-06-28,106.760002,106.760002,106.589996,106.620003,106.620003,0
1976-07-05,106.529999,106.769997,106.529999,106.769997,106.769997,0
1976-07-12,106.769997,107.070000,106.580002,107.070000,107.070000,0
1976-07-19,107.190002,107.199997,107.040001,107.199997,107.199997,0
1976-07-26,107.209999,107.209999,106.559998,106.559998,106.559998,0
1976-08-02,106.389999,106.709999,106.389999,106.709999,106.709999,0
1976-08-09,106.739998,106.879997,106.669998,106.699997,106.699997,0
1976-08-16,106.529999,106.529999,106.019997,106.349998,106.349998,0
1976-08-23,106.209999,106.260002,106.059998,106.169998,106.169998,0
1976-08-30,106.000000,106.129997,105.940002,106.010002,106.010002,0
1976-09-06,105.940002,105.940002,105.809998,105.870003,105.870003,0
1976-09-13,105.830002,105.830002,105.370003,105.449997,105.449997,0
1976-09-20,105.540001,105.699997,105.419998,105.650002,105.650002,0
1976-09-27,105.669998,105.930000,105.500000,105.820000,105.820000,0
1976-10-04,105.529999,105.529999,105.250000,105.440002,105.440002,0
1976-10-11,105.620003,105.940002,105.550003,105.940002,105.940002,0
1976-10-18,106.309998,106.309998,105.800003,105.919998,105.919998,0
1976-10-25,105.989998,106.040001,105.930000,105.940002,105.940002,0
1976-11-01,106.099998,106.099998,105.849998,106.029999,106.029999,0
1976-11-08,105.879997,105.930000,105.879997,105.910004,105.910004,0
1976-11-15,105.870003,105.919998,105.709999,105.709999,105.709999,0
1976-11-22,105.559998,105.919998,105.559998,105.919998,105.919998,0
1976-11-29,106.019997,106.230003,106.019997,106.120003,106.120003,0
1976-12-06,105.860001,105.860001,105.680000,105.680000,105.680000,0
1976-12-13,105.540001,105.559998,105.389999,105.389999,105.389999,0
1976-12-20,104.930000,104.949997,104.889999,104.910004,104.910004,0
1976-12-27,104.790001,104.790001,104.519997,104.559998,104.559998,0
1977-01-03,104.169998,104.720001,104.089996,104.720001,104.720001,0
1977-01-10,105.239998,105.360001,105.029999,105.360001,105.360001,0
1977-01-17,105.449997,105.620003,105.449997,105.459999,105.459999,0
1977-01-24,105.739998,106.010002,105.739998,106.010002,106.010002,0
1977-01-31,105.540001,105.790001,105.540001,105.779999,105.779999,0
1977-02-07,105.629997,105.639999,105.389999,105.389999,105.389999,0
1977-02-14,105.080002,105.320000,105.080002,105.220001,105.220001,0
1977-02-21,105.239998,105.510002,105.239998,105.290001,105.290001,0
1977-02-28,105.260002,105.279999,105.139999,105.239998,105.239998,0
1977-03-07,105.269997,105.500000,105.269997,105.449997,105.449997,0
1977-03-14,105.339996,105.389999,105.260002,105.260002,105.260002,0
1977-03-21,105.110001,105.110001,104.989998,105.080002,105.080002,0
1977-03-28,104.879997,105.029999,104.879997,104.930000,104.930000,0
1977-04-04,105.040001,105.040001,104.849998,104.849998,104.849998,0
1977-04-11,104.739998,104.739998,104.449997,104.519997,104.519997,0
1977-04-18,104.540001,104.830002,104.540001,104.760002,104.760002,0
1977-04-25,104.669998,104.750000,104.389999,104.389999,104.389999,0
1977-05-02,104.410004,104.550003,104.220001,104.309998,104.309998,0
1977-05-09,104.540001,104.760002,104.540001,104.599998,104.599998,0
1977-05-16,104.610001,104.610001,104.419998,104.519997,104.519997,0
1977-05-23,104.589996,104.589996,104.400002,104.510002,104.510002,0
1977-05-30,104.519997,104.519997,104.449997,104.480003,104.480003,0
1977-06-06,104.459999,104.550003,104.379997,104.410004,104.410004,0
1977-06-13,104.300003,104.379997,104.300003,104.379997,104.379997,0
1977-06-20,104.480003,104.480003,104.370003,104.400002,104.400002,0
1977-06-27,104.370003,104.370003,103.800003,103.800003,103.800003,0
1977-07-04,103.139999,103.220001,102.989998,102.989998,102.989998,0
1977-07-11,102.550003,102.779999,102.550003,102.680000,102.680000,0
1977-07-18,102.290001,102.290001,102.019997,102.019997,102.019997,0
1977-07-25,101.790001,102.860001,101.779999,102.860001,102.860001,0
1977-08-01,102.970001,102.970001,102.660004,102.660004,102.660004,0
1977-08-08,103.089996,103.510002,102.989998,103.510002,103.510002,0
1977-08-15,103.580002,103.800003,103.480003,103.489998,103.489998,0
1977-08-22,103.309998,103.309998,102.870003,103.110001,103.110001,0
1977-08-29,103.830002,103.830002,103.639999,103.769997,103.769997,0
1977-09-05,103.790001,103.809998,103.610001,103.809998,103.809998,0
1977-09-12,103.919998,103.989998,103.889999,103.910004,103.910004,0
1977-09-19,103.870003,103.870003,103.750000,103.809998,103.809998,0
1977-09-26,103.769997,103.870003,103.209999,103.209999,103.209999,0
1977-10-03,102.690002,102.910004,102.589996,102.599998,102.599998,0
1977-10-10,102.800003,102.800003,102.040001,102.040001,102.040001,0
1977-10-17,101.820000,102.129997,101.820000,102.110001,102.110001,0
1977-10-24,101.699997,101.820000,101.570000,101.570000,101.570000,0
1977-10-31,100.959999,101.309998,100.419998,101.309998,101.309998,0
1977-11-07,101.459999,101.459999,101.010002,101.010002,101.010002,0
1977-11-14,100.940002,100.970001,100.650002,100.650002,100.650002,0
1977-11-21,100.610001,100.610001,100.070000,100.070000,100.070000,0
1977-11-28,100.000000,100.389999,99.949997,99.949997,99.949997,0
1977-12-05,99.510002,99.510002,99.029999,99.430000,99.430000,0
1977-12-12,99.160004,99.160004,97.989998,98.160004,98.160004,0
1977-12-19,97.430000,98.260002,97.220001,98.190002,98.190002,0
1977-12-26,98.410004,98.410004,96.440002,96.440002,96.440002,0
1978-01-02,95.209999,97.870003,94.989998,96.970001,96.970001,0
1978-01-09,97.489998,97.489998,96.519997,96.830002,96.830002,0
1978-01-16,96.779999,97.269997,96.779999,96.989998,96.989998,0
1978-01-23,96.620003,96.739998,96.220001,96.739998,96.739998,0
1978-01-30,96.730003,97.070000,96.639999,97.070000,97.070000,0
1978-02-06,97.040001,97.099998,96.959999,96.959999,96.959999,0
1978-02-13,96.400002,96.440002,95.779999,95.779999,95.779999,0
1978-02-20,95.309998,95.940002,94.570000,95.940002,95.940002,0
1978-02-27,95.500000,95.500000,94.459999,94.760002,94.760002,0
1978-03-06,94.889999,96.099998,94.660004,96.099998,96.099998,0
1978-03-13,95.349998,95.349998,94.790001,94.790001,94.790001,0
1978-03-20,94.790001,95.010002,94.790001,94.790001,94.790001,0
1978-03-27,94.480003,94.480003,93.839996,93.839996,93.839996,0
1978-04-03,93.400002,93.849998,93.400002,93.669998,93.669998,0
1978-04-10,93.459999,94.160004,93.459999,94.160004,94.160004,0
1978-04-17,94.489998,96.190002,94.489998,95.809998,95.809998,0
1978-04-24,96.029999,96.029999,95.129997,95.620003,95.620003,0
1978-05-01,95.580002,95.839996,95.389999,95.540001,95.540001,0
1978-05-08,95.980003,96.459999,95.879997,96.459999,96.459999,0
1978-05-15,96.620003,97.110001,96.440002,96.900002,96.900002,0
1978-05-22,96.910004,97.089996,96.580002,96.580002,96.580002,0
1978-05-29,96.400002,96.400002,95.250000,95.250000,95.250000,0
1978-06-05,95.580002,95.580002,95.290001,95.290001,95.290001,0
1978-06-12,94.959999,95.209999,94.879997,95.129997,95.129997,0
1978-06-19,94.900002,94.900002,94.029999,94.029999,94.029999,0
1978-06-26,93.959999,94.050003,93.529999,93.529999,93.529999,0
1978-07-03,93.169998,93.190002,92.699997,92.900002,92.900002,0
1978-07-10,92.419998,92.870003,92.419998,92.870003,92.870003,0
1978-07-17,93.230003,93.230003,92.349998,92.349998,92.349998,0
1978-07-24,91.800003,91.959999,91.269997,91.269997,91.269997,0
1978-07-31,90.940002,91.059998,90.809998,91.059998,91.059998,0
1978-08-07,90.470001,90.470001,88.919998,88.919998,88.919998,0
1978-08-14,88.000000,89.889999,88.000000,89.730003,89.730003,0
1978-08-21,90.639999,90.830002,90.330002,90.830002,90.830002,0
1978-08-28,91.129997,91.129997,89.730003,89.730003,89.730003,0
1978-09-04,89.760002,90.540001,89.760002,90.540001,90.540001,0
1978-09-11,90.400002,90.400002,89.680000,89.709999,89.709999,0
1978-09-18,89.769997,89.769997,88.879997,89.050003,89.050003,0
1978-09-25,88.669998,88.959999,88.669998,88.830002,88.830002,0
1978-10-02,88.879997,88.879997,87.870003,88.070000,88.070000,0
1978-10-09,87.809998,87.809998,86.870003,86.870003,86.870003,0
1978-10-16,86.650002,86.650002,85.459999,85.459999,85.459999,0
1978-10-23,85.279999,85.440002,83.440002,83.440002,83.440002,0
1978-10-30,82.070000,87.949997,82.070000,87.949997,87.949997,0
1978-11-06,88.440002,88.440002,87.519997,87.900002,87.900002,0
